grade,subject_fa,grade_fa,file,size_bytes,source_url,maktab93_page
9,"ریاضی","صنف نهم","Grade-09/G9-Dr-Math.pdf",7000232,"https://drive.usercontent.google.com/download?id=1b_Ic2D9_9TauIKtE1EA6UIhmoyE4dHDc&export=download","https://www.maktab93.com/download.php?id=173"
9,"حرفه","صنف نهم","Grade-09/G9-Dr-Profession.pdf",14644392,"https://drive.usercontent.google.com/download?id=1vzi_n4qJREI3PAKKKTXfxoFmMLYYK5pQ&export=download","https://www.maktab93.com/download.php?id=174"
9,"هنررسامی","صنف نهم","Grade-09/G9-Dr-Arts.pdf",9084511,"https://drive.usercontent.google.com/download?id=10noYJbuxruZxB0uLwUHlZabme39Oz8JV&export=download","https://www.maktab93.com/download.php?id=175"
9,"عربی","صنف نهم","Grade-09/G9-Dr-Arabic.pdf",14430667,"https://drive.usercontent.google.com/download?id=1gKMpGy0EZn_8qYlVZ3JPUwZja7bkPZm9&export=download","https://www.maktab93.com/download.php?id=176"
9,"دری","صنف نهم","Grade-09/G9-Dr-Dari.pdf",22078296,"https://drive.usercontent.google.com/download?id=1a7E13Mc4CHHr-rFfaGqtZB_9DIUUDhC0&export=download","https://www.maktab93.com/download.php?id=177"
9,"تجوید","صنف نهم","Grade-09/G9-Dr-Tajweed.pdf",29813820,"https://drive.usercontent.google.com/download?id=1BxUDYkovEbmRRdQVQiDWqcOsrNVs8IdE&export=download","https://www.maktab93.com/download.php?id=178"
9,"بیالوژی","صنف نهم","Grade-09/G9-Dr-Biology.pdf",8778267,"https://drive.usercontent.google.com/download?id=1c-f9XjuQA9BUR1SrJC6kIBJzPVtPmur8&export=download","https://www.maktab93.com/download.php?id=179"
9,"پشتو","صنف نهم","Grade-09/G9-Dr-Pashto.pdf",19080581,"https://drive.usercontent.google.com/download?id=1TSGNeD4UOtKmG1zRR0UQfo-sg7IwwSEu&export=download","https://www.maktab93.com/download.php?id=180"
9,"جغرافیه","صنف نهم","Grade-09/G9-Dr-Geography.pdf",14184052,"https://drive.usercontent.google.com/download?id=1LUB61Sr8gtA6lwdQOPghRZmIWVuB1ICR&export=download","https://www.maktab93.com/download.php?id=181"
9,"تاریخ","صنف نهم","Grade-09/G9-Dr-History.pdf",8825455,"https://drive.usercontent.google.com/download?id=1eMbJARUcRiBtGTfpYrJ_N6q94TC37il9&export=download","https://www.maktab93.com/download.php?id=182"
9,"فزیک","صنف نهم","Grade-09/G9-Dr-Physic.pdf",12068089,"https://drive.usercontent.google.com/download?id=16MizEIgL8OPSNvtFZgUvNNB-7ddclnKf&export=download","https://www.maktab93.com/download.php?id=220"
9,"کیمیا","صنف نهم","Grade-09/G9-Dr-Chemistry.pdf",25727648,"https://drive.usercontent.google.com/download?id=1qEnuYiwDPj0JMZqVgFP3OHygSkPkKGwU&export=download","https://www.maktab93.com/download.php?id=221"
9,"وطندوستی","صنف نهم","Grade-09/G9-Dr-Watandosti.pdf",23347051,"https://drive.usercontent.google.com/download?id=1XhtAdpl3Y0Kei8mMPWkG-_3rE6DFa6mB&export=download","https://www.maktab93.com/download.php?id=222"
9,"م.مدنی","صنف نهم","Grade-09/G9-Dr-Civic.pdf",23021137,"https://drive.usercontent.google.com/download?id=1oSfliXU4j84hfo6ywqPjkVgpI3_mfYFW&export=download","https://www.maktab93.com/download.php?id=223"
9,"انګلیسي","صنف نهم","Grade-09/G9-Ps-English.pdf",13190212,"https://drive.usercontent.google.com/download?id=1JmMpYbBuWEbqeCDy95b6l-OoehHaNVH3&export=download","https://www.maktab93.com/download.php?id=224"
8,"علوم دینی ح","صنف هشتم","Grade-08/G8-Dr-Islamic_Study_Hanafi.pdf",6722271,"https://drive.usercontent.google.com/download?id=1cRHz_YMaubkUSJQhi_GLqF-a_KkA-FcX&export=download","https://www.maktab93.com/download.php?id=162"
8,"علوم دینی ج","صنف هشتم","Grade-08/G8-Dr-Islamic_Study_Jafari.pdf",6594226,"https://drive.usercontent.google.com/download?id=1H_eM8OM1sDAobH3Wyz8Zxetc_BrIQbp4&export=download","https://www.maktab93.com/download.php?id=163"
8,"ریاضی","صنف هشتم","Grade-08/G8-Dr-Math_0.pdf",9225612,"https://drive.usercontent.google.com/download?id=1pHcuT21_A9M2nbppRzRttMDds7mrakbN&export=download","https://www.maktab93.com/download.php?id=164"
8,"هنررسامی","صنف هشتم","Grade-08/G8-Dr-Arts.pdf",11015808,"https://drive.usercontent.google.com/download?id=1v8DAne-98TLbMw7PTidtM5UakXgWYISi&export=download","https://www.maktab93.com/download.php?id=165"
8,"عربی","صنف هشتم","Grade-08/G8-Dr-Arabic.pdf",16012110,"https://drive.usercontent.google.com/download?id=14N2ccNqgxxmrGxzPBxZs-mKQ8baGFW0w&export=download","https://www.maktab93.com/download.php?id=166"
8,"دری","صنف هشتم","Grade-08/G8-Dr-Dari.pdf",20150712,"https://drive.usercontent.google.com/download?id=14JX25NSxDjrnqpakO9p323sQWaY57JGE&export=download","https://www.maktab93.com/download.php?id=167"
8,"پشتو","صنف هشتم","Grade-08/G8-Dr-Pashto.pdf",25646763,"https://drive.usercontent.google.com/download?id=11WVnLmfRZOlmfrWYIEuwkm22jTRlTvLD&export=download","https://www.maktab93.com/download.php?id=168"
8,"جغرافیه","صنف هشتم","Grade-08/G8-Dr-Geography.pdf",12298860,"https://drive.usercontent.google.com/download?id=1jiorMFX6rqiseam6Se-g6SCIzIeVgV0a&export=download","https://www.maktab93.com/download.php?id=169"
8,"تاریخ","صنف هشتم","Grade-08/G8-Dr-History.pdf",15683177,"https://drive.usercontent.google.com/download?id=1yjUdGI4QXljwpeYMMN5x91-WbpM8-fqy&export=download","https://www.maktab93.com/download.php?id=170"
8,"فزیک","صنف هشتم","Grade-08/G8-Dr-Physic.pdf",5242756,"https://drive.usercontent.google.com/download?id=10qLTc13RGi18GxX-Je5exCrOSvS6KbHx&export=download","https://www.maktab93.com/download.php?id=216"
8,"کیمیا","صنف هشتم","Grade-08/G8-Dr-Chemistry.pdf",32621677,"https://drive.usercontent.google.com/download?id=11HzspXkJYxwb3Jc4nokEaWGKPBNMNmsj&export=download","https://www.maktab93.com/download.php?id=217"
8,"م.مدنی","صنف هشتم","Grade-08/G8-Dr-Civic.pdf",5155348,"https://drive.usercontent.google.com/download?id=1wDKg__zkKIsyH6HJiMG4Z6uC-uxuts7H&export=download","https://www.maktab93.com/download.php?id=218"
8,"انګلیسي","صنف هشتم","Grade-08/G8-Ps-English.pdf",11101721,"https://drive.usercontent.google.com/download?id=1QpzyWIEvPJBIkyT7x4xa9_Um-25PQNKR&export=download","https://www.maktab93.com/download.php?id=219"
8,"بیولوژی","صنف هشتم","Grade-08/G8-Dr-Biology.pdf",8902307,"https://drive.usercontent.google.com/download?id=1eCHUL4uEO-3sMhPeY7s7URof2Oh1G1aN&export=download","https://www.maktab93.com/download.php?id=241"
7,"علوم دینی ح","صنف هفتم","Grade-07/G7-Dr-Islamic_Study_Hanafi.pdf",13119568,"https://drive.usercontent.google.com/download?id=10hiSiVRz1LAZCoWmViZaBnJXJMXOxvEy&export=download","https://www.maktab93.com/download.php?id=150"
7,"علوم دینی ج","صنف هفتم","Grade-07/G7-Dr-Islamic_Study_Jafari.pdf",10613076,"https://drive.usercontent.google.com/download?id=1iHOKnZezjoGVxjq28eLZxmXtgPh-TGXJ&export=download","https://www.maktab93.com/download.php?id=151"
7,"ریاضی","صنف هفتم","Grade-07/G7-Dr-Math.pdf",14209425,"https://drive.usercontent.google.com/download?id=13IsPtGlqdgOgjlYfgD0Hww1jOCQ3Xcuz&export=download","https://www.maktab93.com/download.php?id=152"
7,"حرفه","صنف هفتم","Grade-07/G7-Dr-Profession.pdf",16257496,"https://drive.usercontent.google.com/download?id=1wOQ8YBN7Y5yEoAkFg8KE8npydRI2CGTQ&export=download","https://www.maktab93.com/download.php?id=153"
7,"هنررسامی","صنف هفتم","Grade-07/G7-Dr-Arts.pdf",10972698,"https://drive.usercontent.google.com/download?id=11Bf8qHRLhqy1d51dqU_GfdUTJqv4hDjU&export=download","https://www.maktab93.com/download.php?id=154"
7,"عربی","صنف هفتم","Grade-07/G7-Dr-Arabic.pdf",17057382,"https://drive.usercontent.google.com/download?id=1ocgbdTZUn1Ojk6l00zO_--BOuPKI3F6T&export=download","https://www.maktab93.com/download.php?id=155"
7,"دری","صنف هفتم","Grade-07/G7-Dr-Dari.pdf",30409941,"https://drive.usercontent.google.com/download?id=1vqwFJAjWrElA06OA7ZECsNUSAHbN8YFa&export=download","https://www.maktab93.com/download.php?id=156"
7,"تجوید","صنف هفتم","Grade-07/G7-Dr-Tajweed.pdf",29171224,"https://drive.usercontent.google.com/download?id=1lIdykUZu7FK2c_TVpmMX6zjIk5dpEal2&export=download","https://www.maktab93.com/download.php?id=157"
7,"بیالوژی","صنف هفتم","Grade-07/G7-Dr-Biology.pdf",6628788,"https://drive.usercontent.google.com/download?id=1w_dIP3DtkPZi7TPekILm88D76Uzoa83i&export=download","https://www.maktab93.com/download.php?id=158"
7,"پشتو","صنف هفتم","Grade-07/G7-Dr-Pashto.pdf",22512011,"https://drive.usercontent.google.com/download?id=1HAhY1BCOFA2ocJrQli1VWyYbAXuejEHQ&export=download","https://www.maktab93.com/download.php?id=159"
7,"جغرافیه","صنف هفتم","Grade-07/G7-Dr-Geography.pdf",23373699,"https://drive.usercontent.google.com/download?id=1crr0QSbb_gj2wDF3K-ADRc8FzJ1GA82e&export=download","https://www.maktab93.com/download.php?id=160"
7,"تاریخ","صنف هفتم","Grade-07/G7-Dr-History.pdf",10364465,"https://drive.usercontent.google.com/download?id=1YM8UJoz8oxu57aEypPP-EF_Xb05QSHPq&export=download","https://www.maktab93.com/download.php?id=161"
7,"فزیک","صنف هفتم","Grade-07/G7-Dr-Physic.pdf",6231086,"https://drive.usercontent.google.com/download?id=1sgR7MZxGhXdwkx2WOVVZNslEYm5LUS4f&export=download","https://www.maktab93.com/download.php?id=211"
7,"کیمیا","صنف هفتم","Grade-07/G7-Dr-Chemistry.pdf",24092037,"https://drive.usercontent.google.com/download?id=12UvSjbDFcwGOvknQhaRuoHo_YirXsNT3&export=download","https://www.maktab93.com/download.php?id=212"
7,"وطندوستی","صنف هفتم","Grade-07/G7-Dr-Watandosti.pdf",24972732,"https://drive.usercontent.google.com/download?id=12qzrxTjdnUXvCfiIhlFh8_Y4icLbEXoc&export=download","https://www.maktab93.com/download.php?id=213"
7,"م.مدنی","صنف هفتم","Grade-07/G7-Dr-Civic.pdf",5394726,"https://drive.usercontent.google.com/download?id=1aMuZhcM4RN8ODYa0vTrWcEDl9BQtF1WV&export=download","https://www.maktab93.com/download.php?id=214"
7,"انګلیسي","صنف هفتم","Grade-07/G7-Ps-English.pdf",13033516,"https://drive.usercontent.google.com/download?id=175hx07uVRCoXrc-TWN4z_j0uwgWWZkrM&export=download","https://www.maktab93.com/download.php?id=215"
6,"علوم دینی ح","صنف ششم","Grade-06/G6-Dr-Islamic_Study_Hanafi_0.pdf",5203713,"https://drive.usercontent.google.com/download?id=1MicI9w4TatX1-m2rgIq94n3hvPQhiQyZ&export=download","https://www.maktab93.com/download.php?id=139"
